ta,rh,vel,met,clo,thermal_sensation,gender
27.7,79.1,1.02,1.2,0.56,0,female
29.4,46.1,1.02,1.2,0.55,0,male
30.2,75,1.02,1.25,0.42,0,male
24.3,,1.02,1.3,0.71,0,male
32.8,53,1.02,1.3,0.69,0,female
37.1,42.4,1.02,1.3,0.43,3,female
31.3,85.5,1.02,1.35,0.61,0,female
23.2,59,1.02,1.5,0.64,1,male
23.2,59,1.02,1.6,0.56,0,male
33.1,59.4,1.02,2,0.41,1,female
31.4,66.4,1.0201,0.767918089,0.60249,0,female
31.3,60.5,1.0201,0.767918089,0.49973211,0,male
31.1,59.2,1.0201,0.887372014,0.49973211,0,male
31.7,62.3,1.0201,1.006825939,0.60249,0,female
26.6,75.5,1.0201,1.006825939,0.49973211,-1,male
33.7,32.8,1.0201,1.877133106,1.057,1,female
25.30416667,25.13611111,1.026,0.8,0.39,0,male
26.5875,25.89166667,1.026,0.8,0.39,0,male
30.19583333,29.30277778,1.026,1,0.39,2,male
30.5,28.825,1.026,1,0.39,1,male
30.5,29.49722222,1.026,1.2,0.39,1,male
31,29.3,1.026,1.2,0.39,3,male
30.19583333,29.3,1.026,1.2,0.39,2,male
32.39166667,28.35,1.026,1.2,0.39,1,male
30,28.34722222,1.026,1.2,0.39,1,male
30.19583333,29.20555556,1.026,1.2,0.39,1,male
30,28.80555556,1.026,1.2,0.39,1,male
28,28.05555556,1.026,1.2,0.39,1,male
27.5,27.50555556,1.026,1.2,0.39,1,male
29.28333333,31.46388889,1.026,1.2,0.39,1,male
30.5,29.55555556,1.026,1.2,0.39,2,male
27.5,27.90277778,1.026,1.2,0.39,1,male
32.69583333,32.45755556,1.026,1.2,0.39,1,male
30.3,32.20555556,1.026,1.4,0.39,0,female
27.5,27.75555556,1.026,1.4,0.39,1,male
28.19583333,26.63055556,1.026,1.4,0.39,2,male
24,53.2,1.029029237,0.887372014,0.73419731,0,male
31.8,20.7,1.03,0.8,0.36,2,male
27.4,85.7,1.03,0.9,0.42,-1,male
27.9,28.8,1.03,1,0.54,3,male
28.9,70.8,1.03,1,0.51,0,female
28.7,77.5,1.03,1,0.46,0,male
31.4,72.6,1.03,1.1,0.78,1,female
26.6,48,1.03,1.1,0.76,-2,female
30,80.8,1.03,1.1,0.562644,2,male
31.1,71.3,1.03,1.1,0.42,0,female
31.4,66,1.03,1.1,0.4,-1,male
31.1,65.6,1.03,1.1,0.37,0,female
30.6,85.6,1.03,1.13,0.57,0,female
35.2,26.4,1.03,1.2,0.57,3,male
31.4,71.2,1.03,1.2,0.53,0,male
27.6,38,1.03,1.2,0.38,-2,male
29.7,63.8,1.03,1.2,0.34,1,female
29.4,79.9,1.03,1.3,0.61,-1,male
30.3,33.8,1.03,1.3,0.59,0,female
30.1,62.2,1.03,1.5,0.57,0,male
24.8,60.7,1.03,1.6,0.52,0,female
30.8,12.1,1.034093161,1.006825939,0.73419731,0,male
27.3,55.6,1.034093161,1.877133106,0.52179659,0,male
34.1,12.2,1.034093161,1.006825939,0.73419731,2,male
35.4,49.7,1.04,1,0.55,2,male
28.8,20,1.04,1,0.54,0,female
29.1,64.3,1.04,1,0.42,0,female
31.7,70.8,1.04,1,0.42,0,male
28.6,69.6,1.04,1.1,0.76,-2,male
33.8,41.5,1.04,1.1,0.63,3,male
29,53.75560788,1.04,1.131399317,0.56888,-1.2,male
36.3,39.7,1.04,1.2,0.64,3,male
28.7,52.1,1.04,1.2,0.64,3,male
31.6,71.7,1.04,1.2,0.59,0,male
31.3,41.5,1.04,1.2,0.57,2,male
31.3,74.2,1.04,1.2,0.55,1,male
30,60.2,1.04,1.2,0.5,1,female
39.8,24.8,1.04,1.4,0.67,3,male
29,75.6,1.04,2,0.46,0,female
29.6,53.9,1.0404,0.767918089,0.57830144,0,male
29.5,52.7,1.0404,0.887372014,0.98301,0,female
34.4,54.2,1.0404,1.006825939,1.057,3,female
31.9,45.8,1.0404,1.006825939,0.49973211,1,male
32.1,34,1.0404,1.126279863,0.52179659,1,male
27.25,23.84444444,1.042689123,2,0.39,1,female
28.7,72.6,1.05,0.9,0.78,0,female
36,43.5,1.05,1,0.78,2,female
29.8,76,1.05,1,0.61,-2,female
28.2,37.9,1.05,1,0.54,-1,female
33.7,37.3,1.05,1,0.51,2,male
31.6,26.4,1.05,1,0.48,1,female
27.1,70.2,1.05,1,0.38,-1,female
35.4,92,1.05,1.03,0.62,1,female
30.6,73.6,1.05,1.1,0.71,1,female
29.5,82.5,1.05,1.1,0.38,1,male
21.5,43.8,1.05,1.2,0.57,0,male
34.5,22.6,1.05,1.2,0.5,1,female
21.5,43.8,1.05,1.2,0.49,0,male
29.4,67.01568161,1.05,1.288395904,0.47042,1,male
29.8,74.4,1.05,1.4,0.7,0,male
30.3,60.5,1.05,1.4,0.52,0,female
33.4,53.6,1.05,1.6,0.72,3,male
32.5,88.6,1.05,1.98,0.57,3,female
27.6,81.1,1.05,2,0.39,1,female
34.8,50.3,1.053872719,0.887372014,0.49973211,1,male
31.5,78.8,1.06,0.98,0.46,0,female
31.7,70.4,1.06,1,0.42,-1,male
32.9,73.5,1.06,1,0.34,1,male
36.4,45,1.06,1.1,0.84,2,male
33.3,42,1.06,1.1,0.64,1,male
29.5,59.5,1.06,1.1,0.63,1,female
28,77,1.06,1.1,0.52,-2,male
33,88.1,1.06,1.1,0.51,3,male
31.1,65.3,1.06,1.1,0.51,0,male
29.6,82.4,1.06,1.15,0.54,1,female
31.8,75,1.06,1.15,0.4,0,male
25.5,36.4,1.06,1.2,0.57,0,female
30.3,57,1.06,1.2,0.25,0,male
34.3,47.4,1.06,1.4,0.83,2,female
23.6,41.8,1.06,1.4,0.56,1,male
30.7,69.3,1.06,1.53,0.76,1,female
28.5,86,1.06,1.9,0.46,0,female
26.6,67,1.06,2.05,0.42,0,female
30.8,57.9,1.0609,0.887372014,0.57830144,1,male
30.2,63.6,1.0609,1.006825939,0.39401651,0,male
15.7,69.7,1.067760417,1.877133106,0.75933299,0,male
27.5,84.9,1.07,0.9,0.35,-1,male
29.2,72.5,1.07,0.93,0.56,-1,female
28.8,82.3,1.07,1.1,0.61,-1,male
32.7,68.8,1.07,1.1,0.562644,2,male
28.9,71.5,1.07,1.15,0.38,-1,male
31.2,71.6,1.07,1.2,0.48,2,male
30.2,64.6,1.07,1.4,0.42,1,female
27.8,72.8,1.07,1.5,0.42,0,male
15.1,11.6,1.076208789,0.767918089,1.51151,0,female
29.2,59,1.08,1,0.84,-1,female
29.2,59,1.08,1,0.84,3,female
23.2,69,1.08,1,0.84,-2,female
23.2,69,1.08,1,0.84,-1,female
23.2,69,1.08,1,0.84,-1,female
23.2,69,1.08,1,0.75,-1,female
23.2,69,1.08,1,0.72,-1,male
23.2,69,1.08,1,0.72,-1,male
23.2,69,1.08,1,0.72,-1,male
23.2,69,1.08,1,0.72,-3,male
23.2,69,1.08,1,0.72,-1,male
29.2,59,1.08,1,0.7,0,male
28.8,49,1.08,1,0.7,0,male
23.2,69,1.08,1,0.66,0,male
23.2,69,1.08,1,0.66,-2,male
23.2,69,1.08,1,0.66,-2,male
23.2,69,1.08,1,0.66,-2,male
29.2,59,1.08,1,0.64,1,male
23.2,69,1.08,1,0.64,-2,male
23.2,69,1.08,1,0.64,-2,male
28.8,49,1.08,1,0.64,-2,male
28.8,49,1.08,1,0.64,-1,male
31.3,25.3,1.08,1,0.58,1,male
30.5,28.2,1.08,1,0.5,0,female
31.8,31.5,1.08,1,0.49,1,female
33.6,87.3,1.08,1,0.42,2,female
32.2,34.3,1.08,1,0.38,0,female
31.7,28.4,1.08,1,0.27,1,female
28,79.6,1.08,1.05,0.33,-1,male
33.5,48.4,1.08,1.1,0.68,2,male
34.4,48.3,1.08,1.1,0.64,2,male
35.5,47,1.08,1.1,0.63,0,female
36.1,45,1.08,1.1,0.52,2,male
32.9,68.5,1.08,1.1,0.42,0,male
27.9,85,1.08,1.1,0.27,-1,male
30.4,59.8,1.08,1.2,0.78,0,female
30.5,86.1,1.08,1.2,0.66,0,female
28.4,52.8,1.08,1.2,0.57,1,male
34.5,28.7,1.08,1.2,0.57,0,male
32.7,24.3,1.08,1.2,0.55,0,male
26.8,40.4,1.08,1.2,0.49,1,male
29.8,74.1,1.08,1.4,0.52,0,female
24.7,65.9,1.08,1.5,0.53,0,female
22.1,44.2,1.08,1.7,0.75,0,female
25,38.9,1.080869294,1.126279863,1.00415,1,female
32.6,58.3,1.0816,1.006825939,1.057,2,female
30.4,74.2,1.0816,1.006825939,0.60144084,0,male
32.6,55.6,1.0816,1.006825939,0.60144084,0,male
31.1,67,1.0816,1.006825939,0.60144084,1,male
16.8,61.8,1.089652085,1.006825939,2.09286,-3,female
16.8,56,1.089652085,1.006825939,1.92374,0,female
31.7,60.5,1.09,1,0.52,0,female
30,68.9,1.09,1,0.25,1,male
30.7,75.6,1.09,1.08,0.42,0,female
33.6,55.2,1.09,1.1,0.63,1,female
30,73.4,1.09,1.1,0.52,0,male
29.2,83.2,1.09,1.1,0.4,-1,male
29.8,77,1.09,1.1,0.27,1,female
22,44.5,1.09,1.2,0.82,0,male
29.8,81.3,1.09,1.2,0.74,0,male
26.6,73.2,1.09,1.2,0.61,0,male
31.5,41,1.09,1.2,0.57,1,male
31.4,69.2,1.09,1.28,0.37,0,male
31.3,81.5,1.09,1.33,0.51,0,female
32.6,68.1,1.09,1.4,0.61,1,female
34.7,56.3,1.09,1.45,0.35,3,male
32.2,42.16555556,1.0944,1,0.39,0,female
28.5,16.75111111,1.095,1.4,0.39,0,female
26.75,33,1.095,3.8,0.39,0,female
28.4,11.7,1.097783615,1.006825939,0.73419731,0,male
26.6,14,1.097783615,1.006825939,1.0418,0,male
18.3,41.1,1.097783615,1.006825939,1.0418,0,male
15.1,51.3,1.097783615,1.877133106,0.73419731,-1,male
32.5,73.2,1.1,0.7,0.59,0,female
28.7,67.5,1.1,0.8,0.51,0,male
33.9,27.6,1.1,0.8,0.28,0,male
31.5,58.6,1.1,0.9,0.78,0,female
23.5,40.5,1.1,1,0.73,0,male
30.9,32.2,1.1,1,0.55,0,male
31.5,61.4,1.1,1,0.43,0,female
29,79,1.1,1,0.38,0,male
31.5,61.4,1.1,1,0.32,0,male
36.2,16.4,1.1,1,0.27,1,male
32.6,70.8,1.1,1,0.09,0,male
31.4,79.3,1.1,1.05,1.29,0,male
30.1,36.03464551,1.1,1.071672355,0.64546,1,male
27.5,75.6,1.1,1.1,0.61,0,female
34.8,44.2,1.1,1.1,0.59,2,male
31.3,71.2,1.1,1.1,0.19,-1,male
25.4,45.9,1.1,1.2,0.57,-2,male
28.1,32.8,1.1,1.2,0.51,0,male
30,71.9,1.1,1.2,0.51,1,male
29.9,60.8,1.1,1.2,0.5,0,female
26.4,66.4,1.1,1.2,0.5,1,female
26.4,66.4,1.1,1.2,0.5,0,female
26.4,66.4,1.1,1.2,0.5,-1,female
26.4,66.4,1.1,1.2,0.5,0,male
26.4,66.4,1.1,1.2,0.5,-1,male
29.8,64.6,1.1,1.2,0.34,0,female
26.4,66.4,1.1,1.2,0.3,0,female
30.4,56.3,1.1,1.2,0.25,0,male
33.3,62.9,1.1,1.2,0.24,1,female
30,64.2,1.1,1.4,0.76,1,female
31.1,20.4,1.1,1.6,0.84,0,male
30.5,66,1.1,1.9,0.55,2,male
32.80416667,38.97911111,1.1001,1.2,0.39,1,male
23.3,49.8,1.10162734,0.767918089,0.75047,0,female
28.5,73.2,1.11,0.9,0.43,-1,female
25.6,50.7,1.11,1,0.39,3,male
32.6,75.9,1.11,1,0.2,2,male
27,61.61263009,1.11,1.058020478,0.42666,-2,male
27.7,86.4,1.11,1.1,0.34,0,male
26.7,69.4,1.11,1.3,0.35,-1,male
26.7,44.5,1.11,1.5,0.76,1,female
30.9,69.3,1.11,1.5,0.38,0,female
26,43.4,1.11,2.1,0.51,0,female
35.9,58.3,1.1156975,0.887372014,0.52179659,1,male
30.3,76.7,1.12,0.8,0.35,0,male
30.7,64.3,1.12,0.9,0.51,0,female
30,76.4,1.12,1,0.52,0,female
30.5,84,1.12,1,0.42,0,male
27.5,67.6,1.12,1,0.3,0,female
30.5,84,1.12,1.05,0.61,-1,female
29.4,77.9,1.12,1.1,0.37,-1,female
30.3,60.8,1.12,1.2,0.5,0,female
24.1,62.7,1.12,1.2,0.5,-1,female
24.1,62.7,1.12,1.2,0.5,0,female
24.1,62.7,1.12,1.2,0.5,1,female
27.5,67.6,1.12,1.2,0.5,-1,male
27.5,67.6,1.12,1.2,0.5,0,male
27.5,67.6,1.12,1.2,0.5,-1,male
27.5,67.6,1.12,1.2,0.5,0,male
27.5,67.6,1.12,1.2,0.3,0,female
24.1,62.7,1.12,1.2,0.3,0,female
32.3,83.3,1.12,1.25,0.49,0,female
28.7,55.5,1.12,1.38,0.73,-1,male
29.1,77.7,1.12,1.6,0.67,1,male
30.7,73.6,1.12,1.6,0.59,0,male
29.9,60.1,1.122039551,1.006825939,0.54416819,1,male
36.1,23.6,1.1236,1.006825939,1.03586,2,female
28.4,54.3,1.1236,1.006825939,0.52179659,2,male
31.2,74.2,1.1236,1.006825939,0.47797475,0,male
30.8,64.4,1.13,0.7,2.34,0,male
36.3,27.1,1.13,1,0.65,1,male
32,32.5,1.13,1,0.57,0,male
28.8,67,1.13,1,0.52,0,female
29.4,78,1.13,1.05,0.45,0,male
29.1,79,1.13,1.1,0.67,0,male
29.6,59.8,1.13,1.1,0.63,2,female
32.4,77.1,1.13,1.1,0.36,0,female
32.6,64.8,1.13,1.13,0.22,0,male
30.7,58.9,1.13,1.2,0.62,0,male
32.9,28,1.13,1.2,0.57,2,male
33.6,57.1,1.13,1.2,0.57,1,male
30.3,56.8,1.13,1.2,0.25,0,female
30.3,56.9,1.13,1.2,0.25,0,female
11.6,61.8,1.130808175,0.648464164,1.24892244,-3,male
11.6,68.5,1.130808175,0.887372014,1.24892244,-3,male
11.6,65.7,1.130808175,1.006825939,1.24892244,-3,male
11.6,60.1,1.130808175,1.006825939,1.24892244,-3,male
11.6,67.3,1.130808175,1.126279863,1.24892244,-3,male
11.6,62.3,1.130808175,1.877133106,1.24892244,-3,male
24,14.8,1.132463995,1.006825939,1.0418,-2,male
30.7,73,1.14,1.1,0.458682,3,female
28.7,67,1.14,1,0.68,0,male
28.7,67,1.14,1,0.63,-1,female
28.7,67,1.14,1,0.63,0,female
28.7,67,1.14,1,0.62,-1,male
28.7,67,1.14,1,0.62,-1,male
32.1,24.9,1.14,1,0.54,2,male
31.2,56.5,1.14,1,0.4,0,male
30.9,68.9,1.14,1.1,0.75,0,male
31.4,74.6,1.14,1.1,0.59,0,male
35,45.6,1.14,1.1,0.51,2,male
34.4,52.7,1.14,1.1,0.4,0,female
26.6,52.8,1.14,1.2,0.68,2,male
26.2,44.2,1.14,1.2,0.57,0,male
32.8,68.7,1.14,1.2,0.57,-1,male
25.9,66.7,1.14,1.2,0.5,0,female
25.9,66.7,1.14,1.2,0.5,-1,female
25.9,66.7,1.14,1.2,0.5,0,female
25.9,66.7,1.14,1.2,0.5,0,female
25.9,66.7,1.14,1.2,0.3,-1,female
35.6,35.1,1.14,1.4,0.52,0,male
27.6,86.2,1.14,1.65,0.61,-1,female
31,51.3,1.1449,0.887372014,0.96187,2,female
27.5,81.2,1.15,0.8,0.27,-1,male
31,65.3,1.15,0.9,0.51,1,female
28.9,78.1,1.15,0.9,0.44,0,female
29.8,61,1.15,1,0.84,-2,female
28.2,33,1.15,1,0.7,-1,male
28.2,33,1.15,1,0.7,-2,male
29.8,61,1.15,1,0.7,0,male
29.8,61,1.15,1,0.7,2,male
28.2,33,1.15,1,0.64,1,male
28.2,33,1.15,1,0.64,-2,male
28.2,33,1.15,1,0.64,-2,male
28.2,33,1.15,1,0.64,0,male
28.2,33,1.15,1,0.64,-1,male
29.8,61,1.15,1,0.64,-1,male
29.8,61,1.15,1,0.64,-1,male
27.9,60.8,1.15,1,0.59,-1,female
29.7,74.8,1.15,1,0.54,0,male
25.5,26.4,1.15,1,0.48,1,female
30.5,68.3,1.15,1,0.35,0,female
28.5,79.5,1.15,1,0.27,-1,male
29.5,33.3,1.15,1.05,0.42,1,male
29.7,74.5,1.15,1.1,0.77,0,male
24.8,,1.15,1.1,0.71,0,male
28.7,72.1,1.15,1.1,0.61,0,female
29.7,73.2,1.15,1.2,0.71,1,male
35.8,44.3,1.15,1.4,0.61,3,male
27.5,39.4,1.15,1.6,0.56,3,male
34.3,61.8,1.15,1.75,0.57,0,female
26.30416667,25.475,1.15995,0.8,0.39,0,male
30.89166667,28.60277778,1.15995,1.2,0.39,1,male
29.6,74.5,1.16,1.1,0.562644,2,male
30.9,74.8,1.16,0.7,0.61,0,female
32.6,71.3,1.16,0.7,0.44,0,male
27.4,86.4,1.16,1,0.59,-1,male
35.6,35.2,1.16,1.1,0.59,3,male
30.5,81,1.16,1.1,0.51,0,female
33.2,60,1.16,1.1,0.42,3,female
30.2,71.3,1.16,1.15,0.42,0,male
24.1,,1.16,1.3,0.99,0,female
22.6,,1.16,1.3,0.65,-1,female
28.4,67.8,1.16,1.3,0.52,0,female
28.9,45.2,1.16,1.3,0.42,0,male
31.9,81,1.16,1.43,0.32,2,male
27.6,69.1,1.16,1.45,0.61,-1,female
16.8,39.5,1.161852066,0.887372014,1.58782275,-3,male
17.8,38.4,1.161852066,1.006825939,1.58782275,-2,male
15.7,40.6,1.161852066,1.006825939,1.58782275,-3,male
17.8,37.3,1.161852066,1.006825939,1.0418,-2,male
23.6,13.6,1.164645216,1.006825939,1.0418,0,male
22.2,13.5,1.164645216,1.006825939,1.0418,0,male
18.8,30,1.164645216,1.006825939,1.0418,0,male
18.8,34,1.164645216,1.006825939,1.0418,0,male
31,66.5,1.1664,0.767918089,0.60144084,0,male
27.4,46.8,1.1664,0.767918089,0.57830144,0,male
30.7,68.5,1.1664,0.887372014,0.60144084,0,male
31.2,67,1.1664,0.887372014,0.60144084,0,male
34.8,50.8,1.1664,0.887372014,0.57830144,2,male
31.5,69.3,1.1664,1.006825939,0.60144084,3,male
33.3,36.7,1.1664,1.006825939,0.44591456,2,male
31.2,67.9,1.1664,1.006825939,0.44591456,3,male
22.7,46,1.17,1,0.84,2,female
22.7,46,1.17,1,0.7,-2,male
28.6,80.7,1.17,1,0.42,0,female
33.2,71.7,1.17,1,0.42,1,male
28.8,75.8,1.17,1,0.35,0,male
28.7,36,1.17,1,0.27,1,female
27,48.1,1.17,1.05,0.52,-1,female
29.9,78.5,1.17,1.1,0.9,0,female
29.4,77,1.17,1.1,0.61,-1,male
30.4,,1.17,1.1,0.54,1,female
28.3,67.4,1.17,1.1,0.49,0,male
35.3,49,1.17,1.1,0.46,3,male
28.7,68.8,1.17,1.1,0.4,-1,male
32.3,70.3,1.17,1.1,0.27,1,female
27.5,79.9,1.17,1.13,0.25,0,male
28.1,,1.17,1.2,0.54,0,female
31.7,72.4,1.17,1.58,0.73,-1,male
30.3,64.2,1.17,1.6,0.49,0,male
32.9,71.7,1.17,1.78,0.57,0,female
30.9,75.1,1.17,1.8,0.76,0,female
31.3,86.2,1.17,1.98,0.76,0,female
26.3,41.5,1.18,1,0.62,1,female
29,68.6,1.18,1,0.57,-2,male
31.7,75.1,1.18,1,0.56,0,female
31.7,29.8,1.18,1,0.54,1,female
29.6,71.9,1.18,1,0.51,1,male
32.8,82.9,1.18,1,0.4,2,female
27,81.4,1.18,1,0.4,-2,male
31.7,67.2,1.18,1,0.39,1,male
28,84.6,1.18,1,0.35,0,female
31.8,69.8,1.18,1.1,0.74,0,male
31.3,71.7,1.18,1.1,0.6,0,male
30.9,74.9,1.18,1.1,0.27,0,male
25.3,43.4,1.18,1.2,0.57,-1,male
29.2,25.4,1.18,1.2,0.57,0,male
27.7,81.4,1.18,1.2,0.39,0,female
25.4,,1.18,1.3,0.74,1,female
24.6,,1.18,1.3,0.63,1,male
30.8,70.3,1.18,1.3,0.55,1,male
22.9,44.3,1.18,1.4,0.66,1,female
23.6,30.9,1.18,2,0.54,0,male
29.3,74.2,1.18,2,0.46,-1,female
29.4,78.2,1.19,0.9,0.78,0,female
26.8,87.6,1.19,0.95,0.42,-1,male
27.8,66.5,1.19,1,0.76,-2,female
26.8,87.5,1.19,1,0.4,-1,male
30.2,71.1,1.19,1,0.33,0,male
30.6,73.4,1.19,1.1,0.67,-1,male
28.1,64.4,1.19,1.1,0.57,1,female
32.1,87.5,1.19,1.13,0.35,0,male
31.5,44.9,1.19,1.2,0.57,1,male
28.2,39.4,1.19,1.2,0.51,0,male
27.2,,1.19,1.3,0.71,1,male
31.5,67.1,1.19,1.4,0.76,1,female
32.9,76.3,1.19,1.4,0.61,0,female
29.7,64.6,1.19,1.65,0.52,0,female
28.1,81.3,1.19,1.9,0.78,1,female
28.6375,47,1.19355,1.2,0.39,1,female
29.10833333,29.30277778,1.196297823,1.2,0.39,1,male
24.94,51.59257479,1.196666667,1,0.37,-2,female
27.7,77.3,1.2,0.9,0.44,0,female
28.4,70.9,1.2,0.93,0.4,0,male
23.2,80.7,1.2,1,0.72,0,female
23.9,83.2,1.2,1,0.72,-1,female
24.3,84.4,1.2,1,0.72,-1,female
24.7,84.9,1.2,1,0.72,0,female
34.8,53.9,1.2,1,0.7,3,female
35.5,46.8,1.2,1,0.7,1,male
30.4,63.7,1.2,1,0.57,0,male
31.9,36.5,1.2,1,0.55,-1,male
26.1,84.6,1.2,1,0.5,-1,male
26.6,86.8,1.2,1,0.5,-1,male
27.1,87.5,1.2,1,0.5,0,male
27.4,88.8,1.2,1,0.5,0,male
24.6,76.4,1.2,1,0.5,1,male
26.2,77.2,1.2,1,0.5,1,male
26.6,78.7,1.2,1,0.5,1,male
27.2,80.7,1.2,1,0.5,1,male
27.7,81.3,1.2,1,0.5,1,male
25.8,80.2,1.2,1,0.44,1,female
26.8,81.2,1.2,1,0.44,2,female
28.2,45.4,1.2,1,0.44,-1,male
28.2,46.2,1.2,1,0.39,-1,male
37.5,20.3,1.2,1,0.37,2,male
36,22.9,1.2,1,0.36,1,male
26.1,84.6,1.2,1,0.31,0,male
26.6,86.8,1.2,1,0.31,1,male
27.1,87.5,1.2,1,0.31,1,male
27.4,88.8,1.2,1,0.31,1,male
27.2,63.8,1.2,1,0.29,2,male
32.1,70.9,1.2,1,0.27,2,female
28.2,75.7,1.2,1,0.27,-2,male
25.8,74.9,1.2,1,0.25,1,male
26.6,75.7,1.2,1,0.25,0,male
27.2,76.4,1.2,1,0.25,0,male
27.6,76.2,1.2,1,0.25,1,male
32.8,69,1.2,1,0.09,1,male
33.3,85,1.2,1.03,0.42,0,male
21.2,59.13300088,1.2,1.092150171,0.55794,-2,female
31.4,70.3,1.2,1.1,0.78,2,female
25.6,65.2,1.2,1.1,0.75,0,male
33.7,60.5,1.2,1.1,0.567892,1,female
24.1,41.1,1.2,1.2,0.96,-1,female
23.5,40.7,1.2,1.2,0.93,1,female
24.3,39.6,1.2,1.2,0.78,1,male
36.2,28.3,1.2,1.2,0.66,0,male
30,69.5,1.2,1.2,0.44,-1,female
26.8,83.5,1.2,1.2,0.44,-1,male
27.7,86,1.2,1.2,0.44,0,male
28.3,87.5,1.2,1.2,0.44,-1,male
31.1,73.3,1.2,1.2,0.33,2,female
26.8,83.5,1.2,1.2,0.31,2,male
27.7,86,1.2,1.2,0.31,2,male
28.3,87.5,1.2,1.2,0.31,2,male
27.9,75.4,1.2,1.2,0.25,1,male
24.1,71,1.2,1.2,0.25,1,male
24.4,39.9,1.2,1.3,0.59,1,male
21.1,,1.2,1.4,0.62,-1,male
29.8,71.5,1.2,1.9,0.64,0,male
24.1,42.1,1.2,2,0.7,0,female
29.1,75.4,1.2,2,0.44,1,female
18.8,40,1.200358017,1.006825939,1.0418,-2,male
27.4,45.3,1.209786319,1.126279863,0.94388211,0,male
30.7,53.8,1.21,1,0.51,0,female
30.7,53.8,1.21,1,0.51,0,female
29.5,74.1,1.21,1,0.42,0,male
31.8,72,1.21,1,0.34,0,male
31.8,75.6,1.21,1.05,0.4,0,female
36.3,45,1.21,1.1,0.74,0,male
31.9,68.5,1.21,1.1,0.53,0,male
29.3,75.7,1.21,1.2,0.63,-1,female
32.1,66.1,1.21,1.2,0.51,3,male
24.1,62.7,1.21,1.2,0.5,-1,female
24.1,62.7,1.21,1.2,0.5,0,female
24.1,62.7,1.21,1.2,0.5,1,female
24.1,62.7,1.21,1.2,0.3,0,female
29.2,62.3,1.21,1.2,0.26,2,female
26.3,61.7,1.21,1.25,0.46,0,male
31,67.8,1.21,1.3,0.84,0,male
28.5,48.7,1.21,1.3,0.81,0,male
26.5,,1.21,1.3,0.64,1,male
31.2,62.9,1.21,1.8,0.41,1,female
11.6,60.1,1.216969256,1.006825939,1.62778,-2,female
28.5,81.5,1.22,1.1,0.68,0,male
27,44.3,1.22,1.2,0.87,1,female
27.9,58.1,1.22,1.2,0.67,3,male
28.3,45.7,1.22,1.2,0.59,0,male
29.3,79.4,1.22,1.2,0.4,-1,male
30.9,84.6,1.22,1.23,0.4,2,female
32.9,86.5,1.22,1.48,0.51,0,female
30.7,61.1,1.22,2,0.63,3,male
35.1875,28.71111111,1.22275,1.2,0.39,2,male
30.89583333,26.58055556,1.22275,1.2,0.39,0,male
32.5,14.6,1.23,0.8,0.28,1,female
29.4,63,1.23,1,0.67,-2,female
30,78.1,1.23,1,0.67,0,female
32,20.8,1.23,1,0.4,1,female
30,74.3,1.23,1,0.4,0,male
29.7,65.5,1.23,1,0.37,-1,male
29,73.8,1.23,1,0.28,0,male
36.2,45.8,1.23,1.1,0.74,2,male
34.6,47.1,1.23,1.1,0.53,3,male
25.6,45.1,1.23,1.1,0.49,0,female
33,57.1,1.23,1.1,0.44,0,female
27.7,79.3,1.23,1.2,0.64,-1,female
37.1,47.4,1.23,1.2,0.57,1,male
30.6,67.9,1.23,1.2,0.27,2,male
37,39.6,1.23,1.4,0.57,1,female
39.5,40,1.2312,1.2,0.39,0,female
17.3,58.3,1.231846004,1.126279863,2.09286,0,female
17.3,53.7,1.231846004,1.877133106,2.09286,0,female
31,63.1,1.2321,0.767918089,0.34403796,0,male
30.2,72.3,1.2321,0.887372014,0.57830144,0,male
31,59.2,1.2321,1.006825939,0.49973211,0,male
20.3,53.7,1.233372546,0.887372014,0.75933299,0,male
18.3,36.7,1.233372546,1.006825939,1.0418,-2,male
31.5,33.50288889,1.23405,1.2,0.39,1,male
15.7,28.2,1.234839516,0.887372014,0.67270176,-1,male
22,13.5,1.234839516,1.006825939,0.94388211,0,male
28.55416667,29.08888889,1.23825249,1.2,0.39,0,male
32.7,61.3,1.24,0.85,0.59,2,female
33.2,16.7,1.24,1,0.54,2,male
31.8,58.2,1.24,1,0.4,0,male
32.8,69.8,1.24,1,0.35,1,female
35.1,48,1.24,1.1,0.7,2,male
25.9,61.5,1.24,1.1,0.7,0,male
24.4,40.9,1.24,1.1,0.64,2,male
29.7,86.5,1.24,1.1,0.59,0,male
25.9,61.5,1.24,1.1,0.57,0,female
32,66.1,1.24,1.2,0.66,0,female
35.4,45,1.24,1.2,0.57,2,male
30.6,73.3,1.24,1.2,0.55,2,male
25.8,66.7,1.24,1.2,0.5,1,female
26.31,47.87638502,1.24,1.2,0.37,-2,female
27.9,63.4,1.24,1.2,0.26,2,female
32.6,64.2,1.24,2,0.78,1,female
28.8,58.7,1.25,0.8,0.25,0,male
31.2,65.5,1.25,0.85,0.4,0,male
31.4,77.6,1.25,0.9,0.37,0,female
28,84.8,1.25,1,0.59,-1,male
33.6,18.4,1.25,1,0.54,1,male
29,78.4,1.25,1,0.53,-1,male
25.9,31.2,1.25,1,0.37,2,male
28.7,79.1,1.25,1,0.25,0,male
21.8,48.55813473,1.25,1.092150171,0.4988,0,male
33.3,54.5,1.25,1.1,0.68,2,male
