ta,rh,vel,met,clo,thermal_sensation,gender
26.2,56.3,0,0.7,0.78,0,female
26.6,48.7,0,0.7,0.69,0,female
25.7,55.2,0,0.7,0.51,0,female
25.5,53.6,0,0.7,0.48,-1,male
28.5,57.5,0,0.7,0.44,1,female
25.4,47.5,0,0.7,0.44,0,female
28.7,51.1,0,0.7,0.44,-1,female
29.2,45,0,0.7,0.29,0,female
25.9,46.7,0,0.7,0.29,-1,female
18.9,62,0,0.8,1.7,-1,male
19.5,64.4,0,0.8,1.15,-1,male
28.2,84.6,0,0.8,0.54,-1,male
28.1,86.6,0,0.8,0.53,0,male
29.2,83.1,0,0.8,0.53,-1,male
27.9,23,0,0.8,0.47,-1,male
27.7,94.2,0,0.8,0.46,-1,male
23,34.16555556,0,0.8,0.39,0,female
28,32.11222222,0,0.8,0.39,0,female
27.5,27.59555556,0,0.8,0.39,1,female
26,30.40444444,0,0.8,0.39,1,female
26.5,30.40444444,0,0.8,0.39,0,female
26.5,32.59555556,0,0.8,0.39,0,female
25,43,0,0.8,0.39,0,female
27,36.59555556,0,0.8,0.39,1,female
26.5,38,0,0.8,0.39,1,female
26,43,0,0.8,0.39,0,female
26,41.78666667,0,0.8,0.39,0,female
25.5,43,0,0.8,0.39,0,female
29,34.22222222,0,0.8,0.39,1,female
28.5,33.32222222,0,0.8,0.39,0,female
27.5,27.59555556,0,0.8,0.39,0,male
26,30.40444444,0,0.8,0.39,-1,male
25.5,43,0,0.8,0.39,0,male
25.5,43,0,0.8,0.39,0,male
30.3,67.2,0,0.8,0.27,0,male
28,87.1,0,0.8,0.27,-1,male
31.1,74.3,0,0.8,0.19,1,male
13.5,57.5,0,0.85,1.72,-2,female
11.8,44.2,0,0.85,1.7,-2,female
13.2,63.6,0,0.85,1.7,-3,female
15.5,47.5,0,0.85,1.46,-1,male
22.7,83.2,0,0.85,0.41,0,male
11,51.8,0,0.887372014,1.48753899,-2,male
12.8,62.3,0,0.887372014,1.27973984,-2,male
14.6,64.4,0,0.887372014,1.0418,-2,male
14.6,67.7,0,0.887372014,1.0418,-2,male
14.6,69.7,0,0.887372014,1.0418,-2,male
31.3,45.3,0,0.887372014,0.98301,3,female
33.2,50.3,0,0.887372014,0.96187,2,female
31.3,59.2,0,0.9,2.25,1,male
12.9,57.6,0,0.9,1.71,-2,male
25.1,39.9,0,0.9,0.93,-1,female
28.3,47.4,0,0.9,0.93,1,female
26.4,26.6,0,0.9,0.93,0,female
28.6,46,0,0.9,0.93,-1,female
25,54.4,0,0.9,0.88,-1,female
25.8,41.9,0,0.9,0.78,0,female
28.2,59.4,0,0.9,0.78,-1,female
26.2,48.3,0,0.9,0.78,0,female
24.9,43.8,0,0.9,0.74,-1,female
25.2,47.4,0,0.9,0.74,-1,female
26,54.5,0,0.9,0.71,-1,female
25.8,43.7,0,0.9,0.71,0,female
24.6,48.8,0,0.9,0.71,0,female
25.7,43.7,0,0.9,0.71,0,female
29.1,45.1,0,0.9,0.71,0,male
30.3,44.9,0,0.9,0.7,-1,female
25.6,49,0,0.9,0.69,-1,female
28.9,52.4,0,0.9,0.69,0,male
26.1,52.2,0,0.9,0.66,0,female
26.2,50,0,0.9,0.66,0,female
27.9,47.5,0,0.9,0.58,-1,female
25.3,58.9,0,0.9,0.56,-1,female
27.1,55.9,0,0.9,0.56,-1,female
30.6,62.5,0,0.9,0.56,0,female
30.2,48.4,0,0.9,0.56,-1,female
28.4,51.3,0,0.9,0.55,-1,male
26,57.1,0,0.9,0.55,-1,male
26.1,55.2,0,0.9,0.54,-1,male
28.4,61.9,0,0.9,0.48,-1,male
28.5,62.3,0,0.9,0.48,-1,male
26.3,51.7,0,0.9,0.48,0,male
26,45,0,0.9,0.48,-1,male
26.3,56.8,0,0.9,0.46,-1,female
26.8,47.2,0,0.9,0.46,0,female
24.9,42.2,0,0.9,0.44,-1,female
32,69,0,0.9,0.44,1,female
28.9,47.3,0,0.9,0.44,-1,male
24.9,41.3,0,0.9,0.42,0,female
30.8,75,0,0.9,0.4,0,female
28.4,59.2,0,0.9,0.39,-1,female
28.6,62.3,0,0.9,0.39,0,female
25.8,39.5,0,0.9,0.39,0,female
27.4,83.5,0,0.9,0.37,0,female
33.3,64.8,0,0.9,0.33,3,female
29.1,72,0,0.9,0.33,-2,female
28.7,78,0,0.9,0.33,0,female
30.2,72.2,0,0.9,0.32,0,female
26,48.6,0,0.9,0.3,0,male
28.6,61.6,0,0.9,0.29,0,female
25,46.9,0,0.9,0.29,-1,female
25.3,50.3,0,0.9,0.29,0,female
25.3,55.7,0,0.9,0.29,-1,female
28.6,61.8,0,0.9,0.29,0,male
33.6,61.6,0,0.9,0.29,2,male
29.2,48.9,0,0.9,0.29,0,male
28.5,84.3,0,0.9,0.26,0,male
28.8,78.7,0,0.9,0.26,0,male
28.4,61.9,0,0.9,0.25,-1,male
28.7,73.5,0,0.9,0.22,-2,female
29.9,79.6,0,0.9,0.22,0,female
29,78.4,0,0.9,0.18,1,female
28.5,84.3,0,0.9,0.17,0,male
28.5,77.7,0,0.9,0.15,-3,male
27.3,81.5,0,0.9,0.12,0,male
14.5,56.8,0,0.95,1.4,-2,female
23.8,81.6,0,0.95,0.63,0,female
23.8,81.6,0,0.95,0.63,1,female
14.4,72.1,0,0.98,0.9,0,male
34,50.4,0,1,2,-2,female
31,61.3,0,1,2,-1,female
13.6,70.3,0,1,1.82,0,female
21.3,36.4,0,1,1.57,0,female
10.9,47.5,0,1,1.33,-2,male
24,28,0,1,1.2,2,female
17.6,55.9,0,1,1.19,-1,male
18.4,59.7,0,1,1.19,0,male
17.5,59.5,0,1,1.19,-1,male
20.7,53.8,0,1,1.13,0,male
19.8,54.2,0,1,1.11,0,female
19,54,0,1,1.11,0,male
19,51,0,1,1.11,0,male
14,41,0,1,1.1,-2,female
18,68,0,1,1.1,-1,female
13.4,48.4,0,1,1.1,-2,female
18.9,47.5,0,1,1.05,1,female
20.5,47,0,1,1.05,1,male
20,57,0,1,1.04,0,female
16.9,50.4,0,1,1.04,-1,female
20,30.5,0,1,1.02,-2,male
12,67.3,0,1,1.01,-2,female
15.4,57,0,1,1.01,-2,female
18,50,0,1,1.01,0,male
18,62,0,1,1.01,0,male
29,59.9,0,1,1,-1,female
33,62.5,0,1,1,-1,female
21.2,29.6,0,1,1,-1,female
19,46,0,1,1,0,female
20,53,0,1,1,0,female
18,66,0,1,1,0,female
23.1,43.3,0,1,0.98,-1,female
18.8,25.1,0,1,0.98,-1,male
25.8,45,0,1,0.97,3,female
24.2,48,0,1,0.97,-1,female
26.9,46,0,1,0.97,-1,female
28.6,31,0,1,0.97,0,female
28.6,31,0,1,0.97,1,female
25.6,47,0,1,0.97,-2,female
27.4,39,0,1,0.97,-2,female
27.4,39,0,1,0.97,-2,female
18.7,21.6,0,1,0.97,-2,male
20.5,29,0,1,0.97,-2,male
18.6,64.2,0,1,0.96,-3,female
22.2,26.5,0,1,0.96,-1,female
17.4,42.7,0,1,0.96,-1,female
21.8,24.7,0,1,0.95,-1,female
22,43.9,0,1,0.94,1,male
19.2,29.5,0,1,0.94,0,male
15.6,22.4,0,1,0.93,-1,male
28.6,31,0,1,0.92,0,female
22.3,34.4,0,1,0.92,-1,female
14.7,40.6,0,1,0.91,-2,female
20,50,0,1,0.91,1,male
15.6,65.9,0,1,0.9,-2,female
27.4,39,0,1,0.9,0,female
24.4,45,0,1,0.88,-1,female
19.5,53.5,0,1,0.88,1,male
18.3,47.6,0,1,0.87,-1,female
19.1,55.2,0,1,0.87,-1,female
19.6,62.8,0,1,0.86,-1,female
20.4,58.2,0,1,0.86,0,male
17,42.4,0,1,0.86,-1,male
18,56.7,0,1,0.86,-1,male
12.5,53.8,0,1,0.86,-2,male
19.1,45.7,0,1,0.85,-2,female
22.8,58.4,0,1,0.85,1,female
23,56.2,0,1,0.85,2,female
21.3,25.3,0,1,0.84,0,female
26.9,46,0,1,0.84,0,female
25.6,47,0,1,0.84,0,female
25.6,47,0,1,0.84,0,female
28.3,47,0,1,0.84,0,female
16.8,57.9,0,1,0.83,-1,female
18.7,32.7,0,1,0.83,-1,female
23.3,25.6,0,1,0.83,-1,female
19.4,45.6,0,1,0.83,-2,female
26.1,33.9,0,1,0.83,2,male
27.9,38,0,1,0.82,0,female
27.9,38,0,1,0.82,-2,female
20.7,17.3,0,1,0.82,-2,male
20.5,32.3,0,1,0.82,1,male
17.4,28,0,1,0.81,0,male
21.4,40.7,0,1,0.81,1,male
19.4,34.2,0,1,0.8,-2,female
19.5,45.4,0,1,0.8,-2,female
27.6,29.8,0,1,0.8,-1,male
19.8,57.1,0,1,0.8,0,male
22.6,54.3,0,1,0.8,1,male
20.7,38.1,0,1,0.8,0,male
18.7,32.7,0,1,0.79,-3,female
24.2,48,0,1,0.79,-1,male
22.3,79.7,0,1,0.79,0,male
26,43.8,0,1,0.78,-2,female
21.5,72,0,1,0.78,1,male
21.4,71.7,0,1,0.78,1,male
17.4,48.6,0,1,0.77,-1,female
28.4,38.7,0,1,0.77,0,female
15,50.8,0,1,0.77,-2,male
19.6,76.1,0,1,0.77,0,male
25.3,40.2,0,1,0.77,0,male
21.8,53.1,0,1,0.76,1,male
21.2,60.6,0,1,0.76,0,male
19,63,0,1,0.76,0,male
19,53,0,1,0.76,0,male
24.64,66.42000998,0,1,0.7549999,2,male
15.1,37.2,0,1,0.75,-2,female
19.1,45.1,0,1,0.75,-1,female
25.8,45,0,1,0.75,-1,female
25.8,45,0,1,0.75,-1,female
25.8,45,0,1,0.75,3,female
25.8,45,0,1,0.75,-2,female
26.9,46,0,1,0.75,0,female
26.9,46,0,1,0.75,1,female
27.4,44,0,1,0.75,2,female
18.7,56,0,1,0.75,0,female
17.6,34.7,0,1,0.74,-1,female
27.7,49,0,1,0.74,-2,female
27.9,38,0,1,0.73,-1,female
19.7,30.8,0,1,0.73,0,male
25,44.7,0,1,0.73,2,male
23.37,64.62890195,0,1,0.725,0,male
15.2,40.1,0,1,0.72,-1,female
15.5,35.2,0,1,0.72,-2,female
27.7,24.5,0,1,0.72,-1,female
27.2,61,0,1,0.72,-1,female
27.2,61,0,1,0.72,0,female
22.7,44,0,1,0.72,-1,female
24.4,45,0,1,0.72,0,female
24.4,45,0,1,0.72,0,female
27.3,43,0,1,0.72,0,female
26.4,35.7,0,1,0.72,0,male
27.2,25.9,0,1,0.72,-1,male
25.8,45,0,1,0.72,0,male
27.3,43,0,1,0.72,1,male
27.3,43,0,1,0.72,0,male
27.3,43,0,1,0.72,0,male
27.3,43,0,1,0.72,1,male
27.4,44,0,1,0.72,1,male
27.4,44,0,1,0.72,3,male
27.4,44,0,1,0.72,0,male
28.4,34,0,1,0.72,0,male
28.6,31,0,1,0.72,-1,male
26.4,53,0,1,0.72,0,male
25.7,55,0,1,0.72,-1,male
27.7,49,0,1,0.72,3,male
27.7,49,0,1,0.72,0,male
28.3,47,0,1,0.72,0,male
27.4,39,0,1,0.72,1,male
16.4,60.2,0,1,0.71,-1,female
29.1,26.5,0,1,0.71,-1,female
32.4,54.2,0,1,0.71,2,male
27.6,24.1,0,1,0.71,-1,male
27.3,43,0,1,0.7,0,female
24.2,48,0,1,0.7,1,male
24.2,48,0,1,0.7,1,male
25.6,47,0,1,0.7,-1,male
26.4,53,0,1,0.7,-1,male
28.4,43,0,1,0.7,0,male
25.7,55,0,1,0.7,0,male
28.3,47,0,1,0.7,2,male
27.9,38,0,1,0.7,2,male
23.4,75.6,0,1,0.7,0,male
19.5,60.7,0,1,0.7,0,male
17.3,59,0,1,0.69,-1,female
21.5,45.5,0,1,0.69,1,female
23,53.8,0,1,0.69,1,female
24.7,46,0,1,0.68,-2,female
22.7,44,0,1,0.68,-1,female
26.2,53,0,1,0.68,0,male
27.2,61,0,1,0.68,0,male
27.2,61,0,1,0.68,1,male
27.2,61,0,1,0.68,1,male
27.2,61,0,1,0.68,2,male
24.7,46,0,1,0.68,0,male
24.7,46,0,1,0.68,-1,male
24.7,46,0,1,0.68,-1,male
22.7,44,0,1,0.68,-2,male
22.7,44,0,1,0.68,-1,male
22.7,44,0,1,0.68,-2,male
24.4,45,0,1,0.68,0,male
24.4,45,0,1,0.68,0,male
29.1,29,0,1,0.68,3,male
29.1,29,0,1,0.68,3,male
29.1,29,0,1,0.68,3,male
29.1,29,0,1,0.68,3,male
25.7,55,0,1,0.68,0,male
27.2,34,0,1,0.68,0,male
27.2,34,0,1,0.68,-1,male
24.8,46,0,1,0.67,1,female
19.8,50.1,0,1,0.67,0,male
22.1,80,0,1,0.67,0,male
30.7,68.9,0,1,0.66,0,male
27.9,84,0,1,0.66,-1,male
27.3,24.6,0,1,0.66,0,male
29.5,25.5,0,1,0.66,-1,male
24.2,48,0,1,0.66,-2,male
27.4,44,0,1,0.66,0,male
25.7,55,0,1,0.66,0,male
27.7,49,0,1,0.66,1,male
22.1,54.3,0,1,0.66,1,male
19,63,0,1,0.66,0,male
18.6,62.5,0,1,0.65,-3,female
18.8,39.5,0,1,0.65,-1,female
28,84.2,0,1,0.65,-1,male
20.2,22.3,0,1,0.64,-1,male
27.9,38,0,1,0.64,-1,male
27.4,39,0,1,0.64,-1,male
19.3,44.4,0,1,0.63,-1,female
22.7,44,0,1,0.63,-2,female
29.1,29,0,1,0.63,1,female
16.5,40.9,0,1,0.62,-1,female
24.4,45,0,1,0.62,0,male
29.1,29,0,1,0.62,2,male
25.6,47,0,1,0.62,1,male
25.6,47,0,1,0.62,-1,male
27.2,34,0,1,0.62,2,male
15.2,33.9,0,1,0.61,0,female
20.2,56.6,0,1,0.6,1,female
21.3,53.2,0,1,0.6,0,female
24.1,50.1,0,1,0.6,2,male
22.2,57.4,0,1,0.59,1,female
23.5,58.8,0,1,0.59,1,female
18,20.5,0,1,0.59,-1,male
27.1,24,0,1,0.58,-1,female
17.1,70.5,0,1,0.57,0,female
28.2,23,0,1,0.57,-1,female
29,77.6,0,1,0.57,-1,male
28.9,44.2,0,1,0.57,0,male
26.8,64,0,1,0.57,0,male
26.9,44.3,0,1,0.57,0,male
26,42.8,0,1,0.57,-1,male
26.8,41.3,0,1,0.57,-1,male
26.8,41.6,0,1,0.57,-2,male
26.8,47.2,0,1,0.57,-2,male
25.5,50,0,1,0.57,-2,male
26,50.4,0,1,0.57,1,male
25.3,45.9,0,1,0.57,0,male
32.4,63.3,0,1,0.57,0,male
32.8,22.4,0,1,0.57,-1,male
25.5,32.7,0,1,0.57,1,male
13.2,35.8,0,1,0.56,-2,female
32.1,36.1,0,1,0.56,1,male
28.4,24.8,0,1,0.55,-1,female
28.4,26.5,0,1,0.55,0,female
28.9,38.4,0,1,0.55,-1,female
18.9,40.2,0,1,0.55,-1,female
20.9,80.7,0,1,0.55,0,female
28.8,78,0,1,0.55,0,male
34.3,72.9,0,1,0.55,1,male
24.6,16.8,0,1,0.55,2,male
26.9,31.2,0,1,0.55,0,male
29,20.9,0,1,0.55,-1,male
19.9,29.6,0,1,0.55,-1,male
29.2,20.3,0,1,0.54,0,female
29.9,17.3,0,1,0.54,0,female
28.5,19.1,0,1,0.54,-1,female
29.9,19.2,0,1,0.54,0,female
28.5,37,0,1,0.54,0,female
20.5,44.4,0,1,0.54,-1,female
30.5,71.5,0,1,0.54,1,male
27.9,91.7,0,1,0.54,-1,male
29.2,75.5,0,1,0.54,0,male
31.7,31.5,0,1,0.54,1,male
31.8,39,0,1,0.54,-1,male
25.2,22.8,0,1,0.54,0,male
28.3,25,0,1,0.54,0,male
29.3,25.8,0,1,0.54,0,male
28.7,21.4,0,1,0.54,-1,male
20.1,28.9,0,1,0.54,-2,male
16.8,34.4,0,1,0.53,-2,female
28.8,77.6,0,1,0.53,0,male
29.2,75.9,0,1,0.53,-1,male
28.3,83.2,0,1,0.53,-2,male
18.4,24.2,0,1,0.53,-2,male
27,29.5,0,1,0.53,0,male
20.5,28.2,0,1,0.53,0,male
18.6,23.5,0,1,0.52,1,male
25.9,42.5,0,1,0.51,-3,female
25.6,45.2,0,1,0.51,-2,female
20.8,92.1,0,1,0.51,-1,male
25.9,47.7,0,1,0.51,1,male
25.6,47,0,1,0.51,1,male
25.5,43.3,0,1,0.51,0,male
24.7,45.7,0,1,0.5,1,female
26.1,43.6,0,1,0.5,-2,female
24.8,38.5,0,1,0.5,3,female
21.6,24.1,0,1,0.49,-2,female
28.8,25.6,0,1,0.49,0,female
24.8,45.7,0,1,0.49,0,male
20.7,29.6,0,1,0.49,-2,male
17.2,69.5,0,1,0.48,-3,female
30.7,22.5,0,1,0.48,-1,female
29.1,21.1,0,1,0.48,-1,male
27.1,31.1,0,1,0.47,-2,female
19.8,20.4,0,1,0.47,-1,male
27.8,23.5,0,1,0.47,0,male
30.4,80.9,0,1,0.46,-1,male
28.5,37.2,0,1,0.45,-1,female
28.3,62,0,1,0.44,1,female
28.4,60,0,1,0.44,0,female
28.2,58,0,1,0.44,0,female
28.9,54,0,1,0.44,1,female
33.4,68.1,0,1,0.41,0,female
31.3,60,0,1,0.41,0,female
32.9,66,0,1,0.4,1,male
29.6,72.7,0,1,0.4,0,male
29.2,83.5,0,1,0.4,-1,male
33,42.83444444,0,1,0.39,2,female
26,32.59555556,0,1,0.39,1,female
25,41.78666667,0,1,0.39,0,female
26,37.40444444,0,1,0.39,0,female
33,20.68333333,0,1,0.39,1,female
34,22.20277778,0,1,0.39,0,female
31.14583333,30.36666667,0,1,0.39,0,female
31.35416667,32.66666667,0,1,0.39,-1,female
32,36.45277778,0,1,0.39,1,female
32,31.15277778,0,1,0.39,1,female
32.5,33.31388889,0,1,0.39,2,female
32.14583333,36.45277778,0,1,0.39,-1,female
32,30.8,0,1,0.39,0,female
32.5,30.47777778,0,1,0.39,1,female
32,30.94166667,0,1,0.39,1,female
32.64583333,36.69444444,0,1,0.39,1,female
32.5,35.5,0,1,0.39,0,female
31,35.06388889,0,1,0.39,0,female
32,33.33055556,0,1,0.39,1,female
32.35416667,31.63611111,0,1,0.39,2,female
31.5,32.78055556,0,1,0.39,0,female
32,32.18333333,0,1,0.39,0,female
30.5,,0,1,0.39,0,female
26.4,59,0,1,0.39,-1,female
27.1,50,0,1,0.39,-1,female
27.8,35,0,1,0.39,-1,female
27.9,44,0,1,0.39,-1,female
27.4,64,0,1,0.39,-1,female
28.4,63,0,1,0.39,-1,female
28.1,57,0,1,0.39,-1,female
28,58,0,1,0.39,-1,female
30.75,37,0,1,0.39,0,male
31.5,37,0,1,0.39,0,male
31.75,26.59555556,0,1,0.39,0,male
29.25,36.59555556,0,1,0.39,0,male
29.5,39.40444444,0,1,0.39,-1,male
27.5,23.84444444,0,1,0.39,0,male
17.5,66.4,0,1,0.38,-3,female
31.5,67.4,0,1,0.38,0,male
31.2,68.5,0,1,0.38,-1,male
25.2,17.5,0,1,0.38,-1,male
28.5,21.9,0,1,0.38,1,male
28.8,37.5,0,1,0.37,-1,female
28.1,35.4,0,1,0.37,1,female
28.3,36.6,0,1,0.37,0,female
29.6,36.3,0,1,0.37,0,female
28.8,77.8,0,1,0.37,0,male
29.3,76.9,0,1,0.37,-1,male
27.8,89.3,0,1,0.37,-1,male
29.4,73.2,0,1,0.37,1,male
29.5,51,0,1,0.36,0,female
30.3,65.2,0,1,0.36,3,female
31.1,71.9,0,1,0.36,0,female
29.5,17.5,0,1,0.36,-1,female
30.9,20,0,1,0.36,1,female
27.9,19.2,0,1,0.36,0,female
29.5,19,0,1,0.36,0,female
29.4,19.3,0,1,0.36,0,female
29.7,23.4,0,1,0.36,0,female
29,37.4,0,1,0.36,0,female
32.4,54.2,0,1,0.36,2,male
27.4,88.5,0,1,0.36,-1,male
28.4,83.5,0,1,0.36,-1,male
31.9,35.5,0,1,0.36,0,male
32.1,36.7,0,1,0.36,1,male
26.2,19.2,0,1,0.36,1,male
25.1,16.5,0,1,0.36,1,male
27,28.4,0,1,0.36,0,male
29.6,46.3,0,1,0.35,1,female
27.8,45.3,0,1,0.35,-1,female
29.5,,0,1,0.35,1,female
29.1,,0,1,0.35,1,female
29.4,,0,1,0.35,1,female
29.6,,0,1,0.35,-1,female
29.6,,0,1,0.35,-1,female
25.1,66,0,1,0.35,-1,female
29.4,48.5,0,1,0.35,0,female
30,,0,1,0.35,2,female
30.2,,0,1,0.35,1,female
30,,0,1,0.35,0,female
28.2,42.2,0,1,0.35,0,female
30,,0,1,0.35,1,female
30.2,,0,1,0.35,1,female
29.7,,0,1,0.35,1,female
29.2,,0,1,0.35,2,female
28.7,58.3,0,1,0.35,1,female
30.1,77.8,0,1,0.35,0,female
29.5,,0,1,0.35,1,male
28,84.3,0,1,0.35,-3,male
30.5,74.3,0,1,0.35,1,male
30.6,50,0,1,0.34,2,female
25.5,42,0,1,0.34,1,male
31.6,68.9,0,1,0.34,0,male
28.8,62,0,1,0.33,1,female
29.3,61,0,1,0.33,1,female
29.6,61,0,1,0.33,1,female
28.7,59,0,1,0.33,1,female
29.4,56,0,1,0.33,1,female
28.9,59,0,1,0.33,1,female
29.2,58,0,1,0.33,1,female
29.3,59,0,1,0.33,1,female
29.5,56,0,1,0.33,1,female
29.3,77,0,1,0.33,0,female
29.1,49,0,1,0.33,1,male
25,40,0,1,0.33,0,male
32.2,70,0,1,0.32,1,male
28.2,77,0,1,0.32,3,male
25.5,64,0,1,0.31,-1,female
25.5,65,0,1,0.31,-1,female
25.7,54,0,1,0.31,-1,female
26.2,54,0,1,0.31,-1,female
30.1,71.3,0,1,0.31,2,female
30.5,76.2,0,1,0.31,3,female
30.5,45,0,1,0.31,1,male
21.8,53.8,0,1,0.31,0,male
30.3,,0,1,0.3,0,female
29.5,,0,1,0.3,1,female
29.8,,0,1,0.3,0,female
29.5,,0,1,0.3,0,female
29.1,55.5,0,1,0.3,3,female
28.8,48.1,0,1,0.3,0,female
30,,0,1,0.3,0,female
34.4,59.8,0,1,0.3,0,female
19.5,23.8,0,1,0.3,-1,male
29.6,76.3,0,1,0.29,0,female
30.8,71,0,1,0.28,3,female
31,53.2,0,1,0.28,2,female
28.9,36.5,0,1,0.28,0,female
28.6,45,0,1,0.28,1,male
29.5,,0,1,0.28,0,male
28.1,87.4,0,1,0.28,-1,male
27.9,90,0,1,0.28,-1,male
27.9,82.9,0,1,0.28,-2,male
31.4,37.7,0,1,0.28,0,male
32.1,35.7,0,1,0.28,0,male
32.4,12.8,0,1,0.28,0,male
34.4,16.5,0,1,0.28,1,male
27.5,23.4,0,1,0.28,-1,male
27.6,24.2,0,1,0.28,-1,male
30.2,75.2,0,1,0.27,0,female
28.6,83.3,0,1,0.27,1,female
30.4,17.3,0,1,0.27,-1,female
32.4,68.8,0,1,0.27,2,male
28,87.6,0,1,0.27,-1,male
30.1,71.3,0,1,0.27,1,male
30,72.1,0,1,0.27,1,male
31.4,36.2,0,1,0.27,1,male
18.4,22.5,0,1,0.27,-1,male
27.1,22.7,0,1,0.27,-1,male
28.7,24.4,0,1,0.27,0,male
27.9,48,0,1,0.26,1,female
30.4,50,0,1,0.26,2,female
30.2,78.1,0,1,0.26,0,male
30.2,70.1,0,1,0.26,0,male
29.4,72,0,1,0.26,-1,male
31.1,74,0,1,0.24,2,female
29.8,71.6,0,1,0.24,0,female
32,66.5,0,1,0.23,3,female
31,65.3,0,1,0.23,0,male
30.7,71.8,0,1,0.21,1,female
32,71.8,0,1,0.2,1,female
28.4,77,0,1,0.2,-3,female
30.1,61.8,0,1,0.2,2,female
28.2,82.4,0,1,0.2,0,female
30.2,69.6,0,1,0.2,0,female
30.6,74.5,0,1,0.2,1,male
29.4,74.3,0,1,0.2,0,male
29.2,73.8,0,1,0.2,0,male
26.2,64,0,1,0.19,-1,female
28.87,,0,1,0.19,0,female
29.5,,0,1,0.19,1,female
27.7,,0,1,0.19,0,female
27.7,48.8,0,1,0.19,1,female
29.6,42,0,1,0.19,0,female
27.8,46.7,0,1,0.19,0,female
30,,0,1,0.19,0,female
30.2,,0,1,0.19,0,female
29.5,,0,1,0.19,0,female
29.2,,0,1,0.19,0,female
28.7,58.3,0,1,0.19,1,female
29.1,,0,1,0.19,1,male
30.2,,0,1,0.19,1,male
29.1,,0,1,0.19,1,male
28.4,,0,1,0.19,1,male
28.9,,0,1,0.19,-1,male
30.1,60.7,0,1,0.19,2,male
30.2,69.6,0,1,0.19,1,male
33.2,60.6,0,1,0.19,1,male
32.5,67.6,0,1,0.19,1,male
29.7,75.1,0,1,0.19,-1,male
31.9,69.3,0,1,0.18,1,female
32.1,71.4,0,1,0.18,3,female
29.5,70,0,1,0.18,0,female
30.6,73,0,1,0.18,0,male
28.4,78,0,1,0.17,0,male
32.3,61.7,0,1,0.16,0,female
33.3,71.1,0,1,0.15,0,male
30.3,43,0,1,0.14,0,female
30.4,69,0,1,0.14,1,male
33.1,62.5,0,1,0.14,1,male
28.8,78,0,1,0.11,0,male
28.3,62,0,1,0.1,2,female
31.5,73.2,0,1,0.09,2,male
31.3,54.8,0,1,0.09,0,male
31.5,71.6,0,1,0.09,1,male
27.9,42,0,1,0.06,1,male
28.7,57.3,0,1,0.06,1,male
28.4,47.2,0,1,0.06,1,male
29.7,41.1,0,1,0.06,1,male
15.1,61,0,1.006825939,2.09286,0,female
13.4,50.3,0,1.006825939,1.55379,-3,female
25.4,45.6,0,1.006825939,1.25783,0,female
31.7,46.8,0,1.006825939,0.98301,3,female
30.7,61,0,1.006825939,0.60144084,0,male
22.4,33.4,0,1.006825939,0.58983275,0,male
13.7,60.4,0,1.05,1.06,-1,male
14.8,78.6,0,1.05,1.05,-3,female
22.4,86.7,0,1.05,0.8,0,male
18.5,68.5,0,1.05,0.47,-1,male
11.1,50,0,1.08,1.83,-1,male
10.8,41.7,0,1.08,1.49,0,male
16.8,50.2,0,1.08,1.44,-2,female
13.8,39.7,0,1.08,1.31,-2,male
14.3,67.8,0,1.08,0.81,1,female
13.1,66.4,0,1.08,0.66,-1,male
26.3,44.10660189,0,1.092150171,0.7308,1.2,male
24.6,54.37877136,0,1.092150171,0.48136,0,female
19.1,37.7,0,1.1,2.05,-3,male
20.8,27.7,0,1.1,1.73,0,male
22.4,14.4,0,1.1,1.17,-1,male
15.1,65.1,0,1.1,1.16,-2,male
22.3,25.9,0,1.1,1.14,2,male
21.7,18.4,0,1.1,1.12,1,female
22.7,39.4,0,1.1,1.1,2,male
21.6,78.9,0,1.1,1.08,0,male
22.2,48.3,0,1.1,1.04,0,male
20.4,85.6,0,1.1,1.03,-2,female
23.2,37.4,0,1.1,1.02,0,male
19.9,56,0,1.1,1.02,0,male
22.6,78,0,1.1,0.95,0,female
22.4,47.8,0,1.1,0.92,0,female
22.1,80.4,0,1.1,0.91,0,female
21.7,66.6,0,1.1,0.91,0,male
21.2,84.5,0,1.1,0.88,0,male
21.5,83.7,0,1.1,0.88,0,male
25.9,39,0,1.1,0.85,0,female
22.1,80.2,0,1.1,0.82,0,male
22.9,76.4,0,1.1,0.82,0,male
24,76.4,0,1.1,0.77,0,male
21.6,78.8,0,1.1,0.77,-1,male
21.9,81.7,0,1.1,0.75,0,male
21.9,80.8,0,1.1,0.74,0,male
23.8,43.4,0,1.1,0.73,0,male
18.5,50.4,0,1.1,0.71,-1,male
21,84.2,0,1.1,0.71,-1,male
21,82.8,0,1.1,0.7,0,female
21.6,81.3,0,1.1,0.7,0,female
22.3,79.5,0,1.1,0.7,0,female
21.8,81.6,0,1.1,0.7,0,male
22.4,76.7,0,1.1,0.7,0,male
26.8,31.7,0,1.1,0.69,0,male
21.8,82.9,0,1.1,0.67,-1,female
25,70.1,0,1.1,0.67,1,female
25,69.6,0,1.1,0.67,0,female
24.2,76.9,0,1.1,0.67,1,female
24.3,76.6,0,1.1,0.67,0,female
24.4,75.7,0,1.1,0.67,0,female
23.5,76.1,0,1.1,0.67,0,female
22.5,78.9,0,1.1,0.67,0,female
